id,lat,lon,name,level,geocode_data,city,state,latlng,county
220,37.8867135,-121.2826314,San Joaquin General Hospital,3,"{u'geometry': {u'location': {u'lat': 37.8867135, u'lng': -121.2826314}, u'viewport': {u'northeast': {u'lat': 37.8880624802915, u'lng': -121.2812824197085}, u'southwest': {u'lat': 37.8853645197085, u'lng': -121.2839803802915}}, u'location_type': u'ROOFTOP'}, u'address_components': [{u'long_name': u'500', u'types': [u'street_number'], u'short_name': u'500'}, {u'long_name': u'West Hospital Road', u'types': [u'route'], u'short_name': u'W Hospital Rd'}, {u'long_name': u'French Camp', u'types': [u'locality', u'political'], u'short_name': u'French Camp'}, {u'long_name': u'San Joaquin County', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'San Joaquin County'}, {u'long_name': u'California', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'CA'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'95231', u'types': [u'postal_code'], u'short_name': u'95231'}, {u'long_name': u'9693', u'types': [u'postal_code_suffix'], u'short_name': u'9693'}], u'place_id': u'ChIJRb3brl8TkIARpApFj8gBRag', u'formatted_address': u'500 W Hospital Rd, French Camp, CA 95231, USA', u'types': [u'street_address']}",French Camp,California,"37.8867135,-121.2826314",San Joaquin County
2050,37.8467515,-81.995636,Logan Regional Medical Center,4,"{u'geometry': {u'location': {u'lat': 37.8466967, u'lng': -81.995778}, u'viewport': {u'northeast': {u'lat': 37.8480456802915, u'lng': -81.99442901970849}, u'southwest': {u'lat': 37.8453477197085, u'lng': -81.9971269802915}}, u'location_type': u'ROOFTOP'}, u'address_components': [{u'long_name': u'16', u'types': [u'street_number'], u'short_name': u'16'}, {u'long_name': u'Hospital Drive', u'types': [u'route'], u'short_name': u'Hospital Dr'}, {u'long_name': u'Logan', u'types': [u'locality', u'political'], u'short_name': u'Logan'}, {u'long_name': u'Central', u'types': [u'administrative_area_level_3', u'political'], u'short_name': u'Central'}, {u'long_name': u'Logan County', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Logan County'}, {u'long_name': u'West Virginia', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'WV'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'25601', u'types': [u'postal_code'], u'short_name': u'25601'}], u'place_id': u'ChIJQ4QjILNxT4gRJA9dgyYDnIg', u'formatted_address': u'16 Hospital Dr, Logan, WV 25601, USA', u'types': [u'street_address']}",Logan,West Virginia,"37.8467515,-81.995636",Logan County
245,37.8368996,-122.2671455,Children's Hospital and Research Center at Oakland,0,"{u'geometry': {u'location_type': u'ROOFTOP', u'bounds': {u'northeast': {u'lat': 37.8373698, u'lng': -122.2664389}, u'southwest': {u'lat': 37.8364293, u'lng': -122.2678521}}, u'viewport': {u'northeast': {u'lat': 37.8382485302915, u'lng': -122.2657965197085}, u'southwest': {u'lat': 37.8355505697085, u'lng': -122.2684944802915}}, u'location': {u'lat': 37.8368996, u'lng': -122.2671455}}, u'address_components': [{u'long_name': u'747', u'types': [u'street_number'], u'short_name': u'747'}, {u'long_name': u'52nd Street', u'types': [u'route'], u'short_name': u'52nd St'}, {u'long_name': u'Oakland', u'types': [u'locality', u'political'], u'short_name': u'Oakland'}, {u'long_name': u'Alameda County', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Alameda County'}, {u'long_name': u'California', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'CA'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'94609', u'types': [u'postal_code'], u'short_name': u'94609'}, {u'long_name': u'1809', u'types': [u'postal_code_suffix'], u'short_name': u'1809'}], u'place_id': u'ChIJqYZpwQp-hYARCzC2Sp_S4ww', u'formatted_address': u'747 52nd St, Oakland, CA 94609, USA', u'types': [u'premise']}",Oakland,California,"37.8368996,-122.2671455",Alameda County
638,37.8353325,-96.2941943,Greenwood County Hospital,4,"{u'geometry': {u'location_type': u'RANGE_INTERPOLATED', u'bounds': {u'northeast': {u'lat': 37.8353177, u'lng': -96.2928145}, u'southwest': {u'lat': 37.8353146, u'lng': -96.2942083}}, u'viewport': {u'northeast': {u'lat': 37.8366651302915, u'lng': -96.29216241970849}, u'southwest': {u'lat': 37.8339671697085, u'lng': -96.2948603802915}}, u'location': {u'lat': 37.8353325, u'lng': -96.2941943}}, u'address_components': [{u'long_name': u'100-198', u'types': [u'street_number'], u'short_name': u'100-198'}, {u'long_name': u'East 16th Street', u'types': [u'route'], u'short_name': u'E 16th St'}, {u'long_name': u'Eureka', u'types': [u'locality', u'political'], u'short_name': u'Eureka'}, {u'long_name': u'Greenwood County', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Greenwood County'}, {u'long_name': u'Kansas', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'KS'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'67045', u'types': [u'postal_code'], u'short_name': u'67045'}, {u'long_name': u'1067', u'types': [u'postal_code_suffix'], u'short_name': u'1067'}], u'place_id': u'EigxMDAtMTk4IEUgMTZ0aCBTdCwgRXVyZWthLCBLUyA2NzA0NSwgVVNB', u'formatted_address': u'100-198 E 16th St, Eureka, KS 67045, USA', u'types': [u'route', u'street_address']}",Eureka,Kansas,"37.8353325,-96.2941943",Greenwood County
637,37.8182791,-96.858427,Susan B. Allen Memorial Hospital,4,"{u'geometry': {u'location': {u'lat': 37.8182791, u'lng': -96.858427}, u'viewport': {u'northeast': {u'lat': 37.8196280802915, u'lng': -96.8570780197085}, u'southwest': {u'lat': 37.8169301197085, u'lng': -96.8597759802915}}, u'location_type': u'ROOFTOP'}, u'address_components': [{u'long_name': u'720', u'types': [u'street_number'], u'short_name': u'720'}, {u'long_name': u'West Central Avenue', u'types': [u'route'], u'short_name': u'W Central Ave'}, {u'long_name': u'El Dorado', u'types': [u'locality', u'political'], u'short_name': u'El Dorado'}, {u'long_name': u'Butler County', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Butler County'}, {u'long_name': u'Kansas', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'KS'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'67042', u'types': [u'postal_code'], u'short_name': u'67042'}, {u'long_name': u'2112', u'types': [u'postal_code_suffix'], u'short_name': u'2112'}], u'place_id': u'ChIJ4Ui7Gwuzu4cRa6xkFx2zFD8', u'formatted_address': u'720 W Central Ave, El Dorado, KS 67042, USA', u'types': [u'street_address']}",El Dorado,Kansas,"37.8182791,-96.858427",Butler County
2034,37.798658,-81.168208,Beckley ARH Hospital,4,"{u'geometry': {u'location': {u'lat': 37.798658, u'lng': -81.168208}, u'viewport': {u'northeast': {u'lat': 37.80000698029149, u'lng': -81.16685901970848}, u'southwest': {u'lat': 37.79730901970849, u'lng': -81.16955698029149}}, u'location_type': u'ROOFTOP'}, u'address_components': [{u'long_name': u'306', u'types': [u'street_number'], u'short_name': u'306'}, {u'long_name': u'Stanaford Road', u'types': [u'route'], u'short_name': u'Stanaford Rd'}, {u'long_name': u'Beckley', u'types': [u'locality', u'political'], u'short_name': u'Beckley'}, {u'long_name': u'3', u'types': [u'administrative_area_level_3', u'political'], u'short_name': u'3'}, {u'long_name': u'Raleigh County', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Raleigh County'}, {u'long_name': u'West Virginia', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'WV'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'25801', u'types': [u'postal_code'], u'short_name': u'25801'}, {u'long_name': u'3142', u'types': [u'postal_code_suffix'], u'short_name': u'3142'}], u'place_id': u'ChIJGx7YO7TyTogRguEb_z45biw', u'formatted_address': u'306 Stanaford Rd, Beckley, WV 25801, USA', u'types': [u'street_address']}",Beckley,West Virginia,"37.798658,-81.168208",Raleigh County
244,37.7985416,-122.2316531,Highland Hospital,2,"{u'geometry': {u'location_type': u'ROOFTOP', u'bounds': {u'northeast': {u'lat': 37.7988012, u'lng': -122.231168}, u'southwest': {u'lat': 37.798282, u'lng': -122.2321381}}, u'viewport': {u'northeast': {u'lat': 37.7998905802915, u'lng': -122.2303040697085}, u'southwest': {u'lat': 37.7971926197085, u'lng': -122.2330020302915}}, u'location': {u'lat': 37.7985416, u'lng': -122.2316531}}, u'address_components': [{u'long_name': u'1411', u'types': [u'street_number'], u'short_name': u'1411'}, {u'long_name': u'East 31st Street', u'types': [u'route'], u'short_name': u'E 31st St'}, {u'long_name': u'Highland Park', u'types': [u'neighborhood', u'political'], u'short_name': u'Highland Park'}, {u'long_name': u'Oakland', u'types': [u'locality', u'political'], u'short_name': u'Oakland'}, {u'long_name': u'Alameda County', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Alameda County'}, {u'long_name': u'California', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'CA'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'94602', u'types': [u'postal_code'], u'short_name': u'94602'}, {u'long_name': u'1018', u'types': [u'postal_code_suffix'], u'short_name': u'1018'}], u'place_id': u'ChIJAWEwKhuHj4AR6h6LL6Tlwr8', u'formatted_address': u'1411 E 31st St, Oakland, CA 94602, USA', u'types': [u'premise']}",Oakland,California,"37.7985416,-122.2316531",Alameda County
264,37.7896472,-122.4166422,Saint Francis Medical Center,2,"{u'geometry': {u'location_type': u'ROOFTOP', u'bounds': {u'northeast': {u'lat': 37.7900652, u'lng': -122.4162226}, u'southwest': {u'lat': 37.7892291, u'lng': -122.4170617}}, u'viewport': {u'northeast': {u'lat': 37.7909961302915, u'lng': -122.4152931697085}, u'southwest': {u'lat': 37.7882981697085, u'lng': -122.4179911302915}}, u'location': {u'lat': 37.7896472, u'lng': -122.4166422}}, u'address_components': [{u'long_name': u'900', u'types': [u'street_number'], u'short_name': u'900'}, {u'long_name': u'Hyde Street', u'types': [u'route'], u'short_name': u'Hyde St'}, {u'long_name': u'Lower Nob Hill', u'types': [u'neighborhood', u'political'], u'short_name': u'Lower Nob Hill'}, {u'long_name': u'San Francisco', u'types': [u'locality', u'political'], u'short_name': u'SF'}, {u'long_name': u'San Francisco County', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'San Francisco County'}, {u'long_name': u'California', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'CA'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'94109', u'types': [u'postal_code'], u'short_name': u'94109'}, {u'long_name': u'4806', u'types': [u'postal_code_suffix'], u'short_name': u'4806'}], u'place_id': u'ChIJbfwBCpOAhYAREOrvEq01W_U', u'formatted_address': u'900 Hyde St, San Francisco, CA 94109, USA', u'types': [u'premise']}",San Francisco,California,"37.7896472,-122.4166422",San Francisco County
2035,37.787543,-81.201831,Raleigh General Hospital,3,"{u'geometry': {u'location': {u'lat': 37.787543, u'lng': -81.201831}, u'viewport': {u'northeast': {u'lat': 37.7888919802915, u'lng': -81.2004820197085}, u'southwest': {u'lat': 37.7861940197085, u'lng': -81.20317998029151}}, u'location_type': u'ROOFTOP'}, u'address_components': [{u'long_name': u'1710', u'types': [u'street_number'], u'short_name': u'1710'}, {u'long_name': u'Harper Road', u'types': [u'route'], u'short_name': u'Harper Rd'}, {u'long_name': u'Beckley', u'types': [u'locality', u'political'], u'short_name': u'Beckley'}, {u'long_name': u'2', u'types': [u'administrative_area_level_3', u'political'], u'short_name': u'2'}, {u'long_name': u'Raleigh County', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Raleigh County'}, {u'long_name': u'West Virginia', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'WV'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'25801', u'types': [u'postal_code'], u'short_name': u'25801'}, {u'long_name': u'3357', u'types': [u'postal_code_suffix'], u'short_name': u'3357'}], u'place_id': u'ChIJ29HcrvDyTogR79Dw8NNceOw', u'formatted_address': u'1710 Harper Rd, Beckley, WV 25801, USA', u'types': [u'street_address']}",Beckley,West Virginia,"37.787543,-81.201831",Raleigh County
676,37.7571669,-84.8480341,James B. Haggin Memorial Hospital,4,"{u'geometry': {u'location_type': u'RANGE_INTERPOLATED', u'bounds': {u'northeast': {u'lat': 37.7573098, u'lng': -84.8479465}, u'southwest': {u'lat': 37.7565071, u'lng': -84.8482509}}, u'viewport': {u'northeast': {u'lat': 37.7582574302915, u'lng': -84.8467497197085}, u'southwest': {u'lat': 37.7555594697085, u'lng': -84.84944768029152}}, u'location': {u'lat': 37.7571669, u'lng': -84.8480341}}, u'address_components': [{u'long_name': u'460-482', u'types': [u'street_number'], u'short_name': u'460-482'}, {u'long_name': u'Linden Avenue', u'types': [u'route'], u'short_name': u'Linden Ave'}, {u'long_name': u'Harrodsburg', u'types': [u'locality', u'political'], u'short_name': u'Harrodsburg'}, {u'long_name': u'Mercer County', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Mercer County'}, {u'long_name': u'Kentucky', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'KY'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'40330', u'types': [u'postal_code'], u'short_name': u'40330'}], u'place_id': u'Ei40NjAtNDgyIExpbmRlbiBBdmUsIEhhcnJvZHNidXJnLCBLWSA0MDMzMCwgVVNB', u'formatted_address': u'460-482 Linden Ave, Harrodsburg, KY 40330, USA', u'types': [u'route', u'street_address']}",Harrodsburg,Kentucky,"37.7571669,-84.8480341",Mercer County
263,37.7558047,-122.4044432,San Francisco General Hospital and Trauma Center,1,"{u'geometry': {u'location_type': u'ROOFTOP', u'bounds': {u'northeast': {u'lat': 37.7565166, u'lng': -122.4037713}, u'southwest': {u'lat': 37.7550928, u'lng': -122.405115}}, u'viewport': {u'northeast': {u'lat': 37.7571536802915, u'lng': -122.4030941697085}, u'southwest': {u'lat': 37.7544557197085, u'lng': -122.4057921302915}}, u'location': {u'lat': 37.7558047, u'lng': -122.4044432}}, u'address_components': [{u'long_name': u'1001', u'types': [u'street_number'], u'short_name': u'1001'}, {u'long_name': u'Potrero Avenue', u'types': [u'route'], u'short_name': u'Potrero Ave'}, {u'long_name': u'Mission District', u'types': [u'neighborhood', u'political'], u'short_name': u'Mission District'}, {u'long_name': u'San Francisco', u'types': [u'locality', u'political'], u'short_name': u'SF'}, {u'long_name': u'San Francisco County', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'San Francisco County'}, {u'long_name': u'California', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'CA'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'94110', u'types': [u'postal_code'], u'short_name': u'94110'}], u'place_id': u'ChIJpctQREp-j4ARVPovLMxzwp4', u'formatted_address': u'1001 Potrero Ave, San Francisco, CA 94110, USA', u'types': [u'premise']}",San Francisco,California,"37.7558047,-122.4044432",San Francisco County
677,37.7057519,-83.9777828,Marcum & Wallace Hospital,4,"{u'geometry': {u'location_type': u'GEOMETRIC_CENTER', u'bounds': {u'northeast': {u'lat': 37.706046, u'lng': -83.97753000000002}, u'southwest': {u'lat': 37.7052616, u'lng': -83.9777828}}, u'viewport': {u'northeast': {u'lat': 37.7070027802915, u'lng': -83.97630741970849}, u'southwest': {u'lat': 37.7043048197085, u'lng': -83.97900538029151}}, u'location': {u'lat': 37.7057095, u'lng': -83.9777783}}, u'address_components': [{u'long_name': u'Mercy Court', u'types': [u'route'], u'short_name': u'Mercy Ct'}, {u'long_name': u'Irvine', u'types': [u'locality', u'political'], u'short_name': u'Irvine'}, {u'long_name': u'Estill County', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Estill County'}, {u'long_name': u'Kentucky', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'KY'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'40336', u'types': [u'postal_code'], u'short_name': u'40336'}], u'place_id': u'ChIJn22gAlcMQ4gRalH5FAUqZMg', u'formatted_address': u'Mercy Ct, Irvine, KY 40336, USA', u'types': [u'route']}",Irvine,Kentucky,"37.7057519,-83.9777828",Estill County
210,37.6980036,-122.0893002,Eden Medical Center,2,"{u'geometry': {u'location': {u'lat': 37.6983405, u'lng': -122.0896915}, u'viewport': {u'northeast': {u'lat': 37.6996894802915, u'lng': -122.0883425197085}, u'southwest': {u'lat': 37.6969915197085, u'lng': -122.0910404802915}}, u'location_type': u'ROOFTOP'}, u'address_components': [{u'long_name': u'20103', u'types': [u'street_number'], u'short_name': u'20103'}, {u'long_name': u'Lake Chabot Road', u'types': [u'route'], u'short_name': u'Lake Chabot Rd'}, {u'long_name': u'Castro Valley', u'types': [u'locality', u'political'], u'short_name': u'Castro Valley'}, {u'long_name': u'Alameda County', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Alameda County'}, {u'long_name': u'California', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'CA'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'94546', u'types': [u'postal_code'], u'short_name': u'94546'}, {u'long_name': u'5305', u'types': [u'postal_code_suffix'], u'short_name': u'5305'}], u'place_id': u'ChIJweAY7IuRj4ARZkC6G9ORVD4', u'formatted_address': u'20103 Lake Chabot Rd, Castro Valley, CA 94546, USA', u'types': [u'street_address']}",Castro Valley,California,"37.6980036,-122.0893002",Alameda County
671,37.6952735,-97.2977831,Wesley Medical Center,1,"{u'geometry': {u'location': {u'lat': 37.6952735, u'lng': -97.2977831}, u'viewport': {u'northeast': {u'lat': 37.69662248029151, u'lng': -97.29643411970848}, u'southwest': {u'lat': 37.69392451970851, u'lng': -97.2991320802915}}, u'location_type': u'ROOFTOP'}, u'address_components': [{u'long_name': u'550', u'types': [u'street_number'], u'short_name': u'550'}, {u'long_name': u'North Hillside Street', u'types': [u'route'], u'short_name': u'N Hillside St'}, {u'long_name': u'Sleepy Hollow', u'types': [u'neighborhood', u'political'], u'short_name': u'Sleepy Hollow'}, {u'long_name': u'Wichita', u'types': [u'locality', u'political'], u'short_name': u'Wichita'}, {u'long_name': u'Sedgwick County', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Sedgwick County'}, {u'long_name': u'Kansas', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'KS'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'67214', u'types': [u'postal_code'], u'short_name': u'67214'}, {u'long_name': u'4910', u'types': [u'postal_code_suffix'], u'short_name': u'4910'}], u'place_id': u'ChIJS-TzHg7juocRHidMJP98kEE', u'formatted_address': u'550 N Hillside St, Wichita, KS 67214, USA', u'types': [u'street_address']}",Wichita,Kansas,"37.6952735,-97.2977831",Sedgwick County
301,37.6758917,-106.3628657,Rio Grande Hospital,4,"{u'geometry': {u'location': {u'lat': 37.6742799, u'lng': -106.3642989}, u'viewport': {u'northeast': {u'lat': 37.6756288802915, u'lng': -106.3629499197085}, u'southwest': {u'lat': 37.6729309197085, u'lng': -106.3656478802915}}, u'location_type': u'ROOFTOP'}, u'address_components': [{u'long_name': u'0310', u'types': [u'street_number'], u'short_name': u'0310'}, {u'long_name': u'County Road 14', u'types': [u'route'], u'short_name': u'Co Rd 14'}, {u'long_name': u'Del Norte', u'types': [u'locality', u'political'], u'short_name': u'Del Norte'}, {u'long_name': u'Rio Grande County', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Rio Grande County'}, {u'long_name': u'Colorado', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'CO'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'81132', u'types': [u'postal_code'], u'short_name': u'81132'}], u'place_id': u'ChIJszViAgzwFYcRIVWaz1n09NE', u'formatted_address': u'0310 Co Rd 14, Del Norte, CO 81132, USA', u'types': [u'street_address']}",Del Norte,Colorado,"37.6758917,-106.3628657",Rio Grande County
635,37.6756612,-95.4709079,Neosho Memorial Regional Medical Center,4,"{u'geometry': {u'location_type': u'RANGE_INTERPOLATED', u'bounds': {u'northeast': {u'lat': 37.6760419, u'lng': -95.4708883}, u'southwest': {u'lat': 37.6747291, u'lng': -95.47089100000001}}, u'viewport': {u'northeast': {u'lat': 37.6767344802915, u'lng': -95.4695406697085}, u'southwest': {u'lat': 37.6740365197085, u'lng': -95.47223863029151}}, u'location': {u'lat': 37.6756612, u'lng': -95.4709079}}, u'address_components': [{u'long_name': u'601-699', u'types': [u'street_number'], u'short_name': u'601-699'}, {u'long_name': u'South Plummer Avenue', u'types': [u'route'], u'short_name': u'S Plummer Ave'}, {u'long_name': u'Chanute', u'types': [u'locality', u'political'], u'short_name': u'Chanute'}, {u'long_name': u'Neosho County', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Neosho County'}, {u'long_name': u'Kansas', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'KS'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'66720', u'types': [u'postal_code'], u'short_name': u'66720'}, {u'long_name': u'1928', u'types': [u'postal_code_suffix'], u'short_name': u'1928'}], u'place_id': u'Ei02MDEtNjk5IFMgUGx1bW1lciBBdmUsIENoYW51dGUsIEtTIDY2NzIwLCBVU0E', u'formatted_address': u'601-699 S Plummer Ave, Chanute, KS 66720, USA', u'types': [u'route', u'street_address']}",Chanute,Kansas,"37.6756612,-95.4709079",Neosho County
670,37.6751784,-97.3316343,Via Christi Hospital on St. Francis,1,"{u'geometry': {u'location': {u'lat': 37.675084, u'lng': -97.331995}, u'viewport': {u'northeast': {u'lat': 37.67643298029149, u'lng': -97.33064601970848}, u'southwest': {u'lat': 37.6737350197085, u'lng': -97.33334398029149}}, u'location_type': u'ROOFTOP'}, u'address_components': [{u'long_name': u'931', u'types': [u'street_number'], u'short_name': u'931'}, {u'long_name': u'Saint Francis South', u'types': [u'route'], u'short_name': u'St Francis S'}, {u'long_name': u'South Central', u'types': [u'neighborhood', u'political'], u'short_name': u'South Central'}, {u'long_name': u'Wichita', u'types': [u'locality', u'political'], u'short_name': u'Wichita'}, {u'long_name': u'Sedgwick County', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Sedgwick County'}, {u'long_name': u'Kansas', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'KS'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'67211', u'types': [u'postal_code'], u'short_name': u'67211'}, {u'long_name': u'2336', u'types': [u'postal_code_suffix'], u'short_name': u'2336'}], u'place_id': u'ChIJGaJA7fLjuocR-mhVz8eL2L4', u'formatted_address': u'931 St Francis S, Wichita, KS 67211, USA', u'types': [u'street_address']}",Wichita,Kansas,"37.6751784,-97.3316343",Sedgwick County
239,37.6703506,-120.9748924,Memorial Medical Center - Modesto,2,"{u'geometry': {u'location_type': u'ROOFTOP', u'bounds': {u'northeast': {u'lat': 37.6706582, u'lng': -120.9744208}, u'southwest': {u'lat': 37.6699043, u'lng': -120.9755077}}, u'viewport': {u'northeast': {u'lat': 37.6716302302915, u'lng': -120.9736152697085}, u'southwest': {u'lat': 37.6689322697085, u'lng': -120.9763132302915}}, u'location': {u'lat': 37.6702813, u'lng': -120.9749642}}, u'address_components': [{u'long_name': u'1800', u'types': [u'street_number'], u'short_name': u'1800'}, {u'long_name': u'Coffee Road', u'types': [u'route'], u'short_name': u'Coffee Rd'}, {u'long_name': u'Modesto', u'types': [u'locality', u'political'], u'short_name': u'Modesto'}, {u'long_name': u'Stanislaus County', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Stanislaus County'}, {u'long_name': u'California', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'CA'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'95355', u'types': [u'postal_code'], u'short_name': u'95355'}], u'place_id': u'ChIJO4sLOaZWkIARZENEVwu8ok8', u'formatted_address': u'1800 Coffee Rd, Modesto, CA 95355, USA', u'types': [u'premise']}",Modesto,California,"37.6703506,-120.9748924",Stanislaus County
238,37.6652146,-120.9972995,Doctors Medical Center,2,"{u'geometry': {u'location_type': u'ROOFTOP', u'bounds': {u'northeast': {u'lat': 37.6661937, u'lng': -120.9963818}, u'southwest': {u'lat': 37.6642356, u'lng': -120.9982172}}, u'viewport': {u'northeast': {u'lat': 37.6665636302915, u'lng': -120.9959505197085}, u'southwest': {u'lat': 37.66386566970851, u'lng': -120.9986484802915}}, u'location': {u'lat': 37.6652146, u'lng': -120.9972995}}, u'address_components': [{u'long_name': u'1441', u'types': [u'street_number'], u'short_name': u'1441'}, {u'long_name': u'Florida Avenue', u'types': [u'route'], u'short_name': u'Florida Ave'}, {u'long_name': u'Modesto', u'types': [u'locality', u'political'], u'short_name': u'Modesto'}, {u'long_name': u'Stanislaus County', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Stanislaus County'}, {u'long_name': u'California', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'CA'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'95350', u'types': [u'postal_code'], u'short_name': u'95350'}], u'place_id': u'ChIJsxzGyFBRkIAR7RNpzBU_qHc', u'formatted_address': u'1441 Florida Ave, Modesto, CA 95350, USA', u'types': [u'premise']}",Modesto,California,"37.6652146,-120.9972995",Stanislaus County
2046,37.6507523,-80.8588817,Summers County ARH Hospital,4,"{u'geometry': {u'location_type': u'RANGE_INTERPOLATED', u'bounds': {u'northeast': {u'lat': 37.650765, u'lng': -80.85819400000001}, u'southwest': {u'lat': 37.649311, u'lng': -80.858896}}, u'viewport': {u'northeast': {u'lat': 37.6513869802915, u'lng': -80.8571960197085}, u'southwest': {u'lat': 37.6486890197085, u'lng': -80.85989398029152}}, u'location': {u'lat': 37.650749, u'lng': -80.858853}}, u'address_components': [{u'long_name': u'277', u'types': [u'street_number'], u'short_name': u'277'}, {u'long_name': u'Terrace Street', u'types': [u'route'], u'short_name': u'Terrace St'}, {u'long_name': u'Hinton', u'types': [u'locality', u'political'], u'short_name': u'Hinton'}, {u'long_name': u'Greenbrier River', u'types': [u'administrative_area_level_3', u'political'], u'short_name': u'Greenbrier River'}, {u'long_name': u'Summers County', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Summers County'}, {u'long_name': u'West Virginia', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'WV'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'25951', u'types': [u'postal_code'], u'short_name': u'25951'}, {u'long_name': u'9756', u'types': [u'postal_code_suffix'], u'short_name': u'9756'}], u'place_id': u'EiUyNzcgVGVycmFjZSBTdCwgSGludG9uLCBXViAyNTk1MSwgVVNB', u'formatted_address': u'277 Terrace St, Hinton, WV 25951, USA', u'types': [u'route', u'street_address']}",Hinton,West Virginia,"37.6507523,-80.8588817",Summers County
